CATEGORY (i.e.ISCED description),COURSE TITLE,R1 2020,2020 R1 Random,R2 P2020,2020 R2 Random,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,2020 Interview,avp,v
Social and behavioural sciences,Psychology (through Science) - 4 years,498,0.0,0,0.0,498,0.0,510,8,Maynooth University,0.0,0,0
Physical sciences,Pharmaceutical and Biomedical Chemistry,487,0.0,0,0.0,487,0.0,520,8,Maynooth University,0.0,0,0
"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science or Maths & Computer Science or Maths & Applied Maths (with Ed),422,0.0,0,0.0,422,0.0,487,8,Maynooth University,0.0,0,0
Engineering and engineering trades,Engineering (Computer/Electronic/Communications),333,0.0,333,0.0,333,0.0,444,8,Maynooth University,0.0,avp,0
Engineering and engineering trades,Product Design,357,0.0,0,0.0,357,0.0,409,8,Maynooth University,0.0,0,0
Engineering and engineering trades,Robotics and Intelligent Devices,361,0.0,0,0.0,361,0.0,433,8,Maynooth University,0.0,0,0
Business and administration,Finance (options),357,0.0,0,0.0,357,0.0,398,8,Maynooth University,0.0,0,0
Business and administration,Quantitative Finance,476,0.0,0,0.0,476,0.0,509,8,Maynooth University,0.0,0,0
Business and administration,Accounting and Finance,422,0.0,0,0.0,422,0.0,468,8,Maynooth University,0.0,0,0
Business and administration,Business (options),430,0.0,0,0.0,430,0.0,454,8,Maynooth University,0.0,0,0
Business and administration,Equine Business,357,0.0,0,0.0,357,0.0,408,8,Maynooth University,0.0,0,0
Business and administration,Business and Accounting,420,0.0,0,0.0,420,0.0,462,8,Maynooth University,0.0,0,0
Business and administration,Entrepreneurship,371,0.0,0,0.0,371,0.0,408,8,Maynooth University,0.0,0,0
Law,LLB Law - four year Single Major Law programme,473,0.0,0,0.0,473,0.0,495,8,Maynooth University,0.0,0,0
Law,Law (options),451,0.0,0,0.0,451,0.0,473,8,Maynooth University,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science through Arts (options),352,0.0,0,0.0,352,0.0,403,8,Maynooth University,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science through Science (options),351,0.0,0,0.0,351,0.0,409,8,Maynooth University,0.0,0,0
Information and Communication Technologies (ICTs),Computational Thinking,532,0.0,0,0.0,532,0.0,544,8,Maynooth University,0.0,0,0
Education,Early Childhood - Teaching and Learning (part-time),327,0.0,0,0.0,327,0.0,378,8,Maynooth University,0.0,0,0
Welfare,"Community and Youth Work (part-time, in service)",,0.0,1,0.0,1,0.0,0,8,Maynooth University,1.0,avp,0
Social and behavioural sciences,"Local Studies/Community Studies (part-time, evening) - Mature Students",,0.0,1,0.0,1,0.0,0,8,Maynooth University,1.0,avp,0
Arts,Contemporary & Applied Theatre Studies,375,0.0,0,0.0,390,0.0,412,8,Mary Immaculate College,0.0,0,0
Arts,Arts,300,0.0,281,0.0,281,0.0,389,8,Mary Immaculate College,0.0,0,0
Education,Education - Primary Teaching - International,577,0.0,0,0.0,577,0.0,589,8,Mary Immaculate College,0.0,0,0
Education,Education - Primary Teaching,495,0.0,0,0.0,495,0.0,521,8,Mary Immaculate College,0.0,0,0
Education,Education - Primary Teaching - Gaeltacht Applicants,456,0.0,0,0.0,462,0.0,519,8,Mary Immaculate College,1.0,0,0
Education,Early Childhood Care and Education,357,0.0,0,0.0,357,0.0,409,8,Mary Immaculate College,0.0,0,0
Education,Education and Psychology - Primary Teaching,588,0.0,0,0.0,588,0.0,601,8,Mary Immaculate College,0.0,0,0
Education,"Education, Business Studies and Accounting",402,0.0,0,0.0,402,0.0,455,8,Mary Immaculate College,0.0,0,0
Education,"Education, Business Studies and Religious Studies",368,0.0,0,0.0,368,0.0,389,8,Mary Immaculate College,0.0,0,0
Education,"Education, Gaeilge and Religious Studies",409,0.0,0,0.0,409,0.0,451,8,Mary Immaculate College,0.0,0,0
Education,"Education, Gaeilge and Business Studies",401,0.0,0,0.0,401,0.0,463,8,Mary Immaculate College,0.0,0,0
Education,"Education, Mathematics and Gaeilge",444,0.0,0,0.0,444,0.0,477,8,Mary Immaculate College,0.0,0,0
Education,"Education, Mathematics and Business Studies",434,0.0,0,0.0,434,0.0,487,8,Mary Immaculate College,0.0,0,0
Interdisciplinary programmes and qualifications involving arts and humanities,Theology and Arts,290,0.0,290,0.0,290,0.0,349,8,"Pontifical University, St Patrick's College",0.0,avp,0
Interdisciplinary programmes and qualifications involving arts and humanities,Theology,440,0.0,0,0.0,440,0.0,440,8,"Pontifical University, St Patrick's College",0.0,avp,0
Information and Communication Technologies (ICTs),Computing (Degree Award options),260,0.0,0,0.0,260,0.0,303,8,National College of Ireland (NCI),0.0,0,0
Business and administration,Human Resource Management,300,0.0,0,0.0,300,0.0,331,8,National College of Ireland (NCI),0.0,0,0
Business and administration,Business,300,0.0,0,0.0,300,0.0,346,8,National College of Ireland (NCI),0.0,0,0
Social and behavioural sciences,Psychology,400,0.0,0,0.0,400,0.0,440,8,National College of Ireland (NCI),0.0,0,0
Business and administration,Marketing Practice,280,0.0,0,0.0,282,0.0,338,8,National College of Ireland (NCI),0.0,0,0
Business and administration,Accounting and Finance,337,0.0,0,0.0,337,0.0,378,8,National College of Ireland (NCI),0.0,0,0
Information and Communication Technologies (ICTs),Technology Management (with specialisations),261,0.0,0,0.0,261,0.0,282,8,National College of Ireland (NCI),0.0,0,0
Information and Communication Technologies (ICTs),Computing,220,0.0,0,0.0,220,0.0,342,6,National College of Ireland (NCI),0.0,0,0
Business and administration,Business,250,0.0,0,0.0,250,0.0,327,6,National College of Ireland (NCI),0.0,0,0
Information and Communication Technologies (ICTs),Business Computing,243,0.0,0,0.0,243,0.0,423,6,National College of Ireland (NCI),0.0,0,0
Education,Montessori Education,187,0.0,0,0.0,187,0.0,407,7,St Nicholas Montessori College Ireland,0.0,0,0
Education,Montessori Education,220,0.0,0,0.0,220,0.0,290,8,St Nicholas Montessori College Ireland,0.0,0,0
Humanities (except languages),Arts and Humanities,200,0.0,121,0.0,80,0.0,368,7,"Carlow College, St. Patrick`s",0.0,avp,0
Welfare,Applied Social Studies - Professional Social Care,217,0.0,197,0.0,175,0.0,269,7,"Carlow College, St. Patrick`s",0.0,0,0
Social and behavioural sciences,"Social, Political and Community Studies",253,0.0,216,0.0,216,0.0,311,8,"Carlow College, St. Patrick`s",0.0,avp,0
Humanities (except languages),Arts and Humanities (fulfils Teaching Council requirements),252,0.0,209,0.0,209,0.0,300,8,"Carlow College, St. Patrick`s",0.0,avp,0
Humanities (except languages),English and History (fulfils Teaching Council requirements),255,0.0,209,0.0,209,0.0,310,8,"Carlow College, St. Patrick`s",0.0,avp,0
Health,Medicine - Undergraduate Entry (HPAT required),733,0.0,0,0.0,733,0.0,738,8,RCSI University of Medicine & Health Sciences,1.0,0,0
Health,Physiotherapy,566,0.0,0,0.0,566,0.0,567,8,RCSI University of Medicine & Health Sciences,0.0,0,0
Health,Pharmacy,579,0.0,0,0.0,578,1.0,589,8,RCSI University of Medicine & Health Sciences,0.0,0,0
Health,Medicine - Graduate Entry (GAMSAT required),0,0.0,0,0.0,61,0.0,63,8,RCSI University of Medicine & Health Sciences,1.0,0,0
Business and administration,Business,160,0.0,160,0.0,160,0.0,336,6,"Institute of Technology, Sligo",0.0,avp,0
Information and Communication Technologies (ICTs),Computing (Level 6 - General Entry),254,0.0,0,0.0,254,0.0,321,6,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computing - Games Development,280,0.0,0,0.0,280,0.0,378,7,"Institute of Technology, Sligo",0.0,0,0
Personal services,Applied Sport with Business,215,0.0,0,0.0,215,0.0,337,7,"Institute of Technology, Sligo",0.0,0,0
Personal services,Business in Tourism with Event Management,187,0.0,0,0.0,187,0.0,338,7,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computing - Software Development,272,0.0,0,0.0,272,0.0,328,7,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computing (Computer Networks and Cloud Infrastructure),324,0.0,0,0.0,326,0.0,367,7,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computing (Level 7 - General Entry),260,0.0,0,0.0,260,0.0,351,7,"Institute of Technology, Sligo",0.0,0,0
Business and administration,Business,261,0.0,0,0.0,261,0.0,347,8,"Institute of Technology, Sligo",0.0,0,0
Business and administration,Business in International Marketing and Languages (French),279,0.0,0,0.0,279,0.0,386,8,"Institute of Technology, Sligo",0.0,0,0
Business and administration,Business in International Marketing and Languages (Spanish),270,0.0,0,0.0,270,0.0,347,8,"Institute of Technology, Sligo",0.0,0,0
Business and administration,Accounting,309,0.0,0,0.0,309,0.0,411,8,"Institute of Technology, Sligo",0.0,0,0
Personal services,Sport with Business,307,0.0,0,0.0,307,0.0,367,8,"Institute of Technology, Sligo",0.0,0,0
Personal services,Tourism with Event Management,269,0.0,0,0.0,269,0.0,340,8,"Institute of Technology, Sligo",0.0,0,0
Arts,Fine Art,449,0.0,449,0.0,449,0.0,556,7,"Institute of Technology, Sligo",1.0,avp,0
Arts,Creative Design,273,0.0,0,0.0,276,0.0,353,7,"Institute of Technology, Sligo",0.0,0,0
Arts,Performing Arts (Theatre Design),319,0.0,0,0.0,319,0.0,398,7,"Institute of Technology, Sligo",0.0,0,0
Arts,Performing Arts (Acting),235,0.0,0,0.0,235,0.0,400,7,"Institute of Technology, Sligo",0.0,0,0
Arts,Performing Arts,328,0.0,0,0.0,328,0.0,387,8,"Institute of Technology, Sligo",0.0,0,0
Welfare,Early Childhood Care and Education,279,0.0,0,0.0,279,0.0,319,8,"Institute of Technology, Sligo",0.0,0,0
Welfare,Social Care Practice,301,0.0,0,0.0,301,0.0,346,8,"Institute of Technology, Sligo",0.0,0,0
Arts,Fine Art,505,0.0,0,0.0,505,0.0,505,8,"Institute of Technology, Sligo",1.0,0,0
Arts,Creative Design,282,0.0,0,0.0,282,0.0,339,8,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computing,290,0.0,0,0.0,290,0.0,333,8,"Institute of Technology, Sligo",0.0,0,0
Social and behavioural sciences,English and Psychology,309,0.0,0,0.0,309,0.0,382,8,"Institute of Technology, Sligo",0.0,0,0
Social and behavioural sciences,Sociology and Politics,281,0.0,0,0.0,281,0.0,327,8,"Institute of Technology, Sligo",0.0,0,0
Languages,Writing and Literature,297,0.0,0,0.0,297,0.0,368,8,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Application Design and User Experience,412,0.0,0,0.0,412,0.0,412,8,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computing (Smart Technologies),327,0.0,0,0.0,342,0.0,367,8,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Software Development,307,0.0,0,0.0,307,0.0,319,8,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computer Networks and Cloud Infrastructure,324,0.0,0,0.0,378,0.0,378,8,"Institute of Technology, Sligo",0.0,0,0
Languages,Writing and Literature Online,225,0.0,225,0.0,225,0.0,328,8,"Institute of Technology, Sligo",0.0,avp,0
Engineering and engineering trades,Engineering (General Entry),209,0.0,0,0.0,209,0.0,296,6,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Construction Economics,184,0.0,0,0.0,184,0.0,256,6,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Applied Construction Technology,171,0.0,0,0.0,171,0.0,354,6,"Institute of Technology, Sligo",0.0,0,0
Engineering and engineering trades,Engineering (General Entry),243,0.0,0,0.0,243,0.0,399,7,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Interior Architecture and Design,236,0.0,0,0.0,236,0.0,378,7,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Advanced Wood and Sustainable Building Technology,208,0.0,0,0.0,208,0.0,338,7,"Institute of Technology, Sligo",0.0,0,0
Engineering and engineering trades,Mechanical Engineering,216,0.0,0,0.0,216,0.0,347,7,"Institute of Technology, Sligo",0.0,0,0
Engineering and engineering trades,Mechatronic Engineering,290,0.0,0,0.0,290,0.0,361,7,"Institute of Technology, Sligo",0.0,0,0
Engineering and engineering trades,Precision Engineering and Design,309,0.0,0,0.0,309,0.0,451,7,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Civil Engineering,245,0.0,0,0.0,245,0.0,443,7,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Quantity Surveying,195,0.0,0,0.0,195,0.0,337,7,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Civil Engineering,415,0.0,0,0.0,415,0.0,480,8,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Quantity Surveying,311,0.0,0,0.0,311,0.0,367,8,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Construction Project Management and Applied Technology,291,0.0,0,0.0,291,0.0,337,8,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Architecture,360,0.0,0,0.0,360,0.0,411,8,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Interior Architecture and Design,316,0.0,0,0.0,331,0.0,368,8,"Institute of Technology, Sligo",0.0,0,0
Biological and related sciences,Science,209,0.0,209,0.0,209,0.0,288,6,"Institute of Technology, Sligo",0.0,avp,0
Environment,Environmental Science with Ecology (Level 6),264,0.0,264,0.0,358,0.0,377,6,"Institute of Technology, Sligo",0.0,avp,v
Health,Health and Exercise Science,367,0.0,0,0.0,367,0.0,429,6,"Institute of Technology, Sligo",0.0,0,0
Physical sciences,Pharmaceutical Science with Drug Development,269,0.0,0,0.0,269,0.0,387,7,"Institute of Technology, Sligo",0.0,0,0
Hygiene and occupational health services,Occupational Safety and Health,223,0.0,0,0.0,223,0.0,360,7,"Institute of Technology, Sligo",0.0,0,0
Health,Human Nutrition,280,0.0,0,0.0,280,0.0,420,7,"Institute of Technology, Sligo",0.0,0,0
Health,Health Science and Physiology,289,0.0,0,0.0,289,0.0,409,7,"Institute of Technology, Sligo",0.0,0,0
Health,Biomedical Science,262,0.0,0,0.0,262,0.0,465,7,"Institute of Technology, Sligo",0.0,0,0
Biological and related sciences,Forensic Investigation and Analysis,243,0.0,0,0.0,243,0.0,367,7,"Institute of Technology, Sligo",0.0,0,0
Environment,Environmental Science with Ecology (Level 7),254,0.0,0,0.0,254,0.0,409,7,"Institute of Technology, Sligo",0.0,0,0
Hygiene and occupational health services,Occupational Safety and Health,290,0.0,0,0.0,290,0.0,367,8,"Institute of Technology, Sligo",0.0,0,0
Health,Human Nutrition,356,0.0,0,0.0,356,0.0,397,8,"Institute of Technology, Sligo",0.0,0,0
Biological and related sciences,Science Undenominated,338,0.0,0,0.0,338,0.0,420,8,"Institute of Technology, Sligo",0.0,0,0
Physical sciences,Pharmaceutical Science with Drug Development,311,0.0,0,0.0,311,0.0,367,8,"Institute of Technology, Sligo",0.0,0,0
Health,Health Science and Physical Activity,328,0.0,0,0.0,328,0.0,387,8,"Institute of Technology, Sligo",0.0,0,0
Biological and related sciences,Forensic Investigation and Analysis,306,0.0,0,0.0,307,0.0,368,8,"Institute of Technology, Sligo",0.0,0,0
Health,Medical Biotechnology,341,0.0,0,0.0,341,0.0,395,8,"Institute of Technology, Sligo",0.0,0,0
Environment,Environmental Science with Ecology (Level 8),300,0.0,0,0.0,304,0.0,368,8,"Institute of Technology, Sligo",0.0,0,0
Health,Health and Medical Information Science (Online),285,0.0,285,0.0,285,0.0,285,7,"Institute of Technology, Sligo",0.0,avp,0
Business and administration,Business Administration,228,0.0,0,0.0,228,0.0,316,7,"Institute of Technology, Sligo",0.0,0,0
Business and administration,Business,223,0.0,0,0.0,223,0.0,379,7,"Institute of Technology, Sligo",0.0,0,0
Business and administration,Marketing and Sales,234,0.0,0,0.0,234,0.0,389,7,"Institute of Technology, Sligo",0.0,0,0
Personal services,Culinary Arts,189,0.0,189,0.0,189,0.0,308,6,"Institute of Technology, Tralee",0.0,avp,0
Environment,Science (Biological and Environmental Studies),223,0.0,223,0.0,233,0.0,434,6,"Institute of Technology, Tralee",0.0,avp,v
Health,Pharmacy Technician,260,0.0,0,0.0,260,0.0,348,6,"Institute of Technology, Tralee",0.0,0,0
Arts,"Animation, Visual Effects and Motion Design (Level 7)",228,0.0,0,0.0,228,0.0,443,7,"Institute of Technology, Tralee",0.0,0,0
Arts,"TV, Radio and New Media (Level 7)",243,0.0,0,0.0,243,0.0,462,7,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computing with Software Development,232,0.0,0,0.0,232,0.0,319,7,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computing with Games Development,224,0.0,0,0.0,224,0.0,301,7,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computing (Degree Award options),251,0.0,0,0.0,251,0.0,368,7,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computer Systems and Networking,269,0.0,0,0.0,269,0.0,338,7,"Institute of Technology, Tralee",0.0,0,0
Business and administration,Business (Major Specialism in: Acctng or Mktg or Mgmnt),219,0.0,0,0.0,219,0.0,399,7,"Institute of Technology, Tralee",0.0,0,0
Agriculture,Agricultural Mechanisation,0,0.0,0,0.0,0,0.0,0,7,"Institute of Technology, Tralee",0.0,0,0
Agriculture,Agricultural Engineering,243,0.0,0,0.0,243,0.0,359,7,"Institute of Technology, Tralee",0.0,0,0
Architecture and construction,Civil and Environmental Engineering,261,0.0,261,0.0,145,0.0,355,7,"Institute of Technology, Tralee",0.0,avp,0
Engineering and engineering trades,Engineering in Mechanical and Manufacturing Engineering,200,0.0,0,0.0,200,0.0,368,7,"Institute of Technology, Tralee",0.0,0,0
Biological and related sciences,Agricultural Science,249,0.0,0,0.0,249,0.0,398,7,"Institute of Technology, Tralee",0.0,0,0
Health,Pharmaceutical Science (Degree Award options),261,0.0,0,0.0,261,0.0,433,7,"Institute of Technology, Tralee",0.0,0,0
Veterinary,Animal Bioscience,251,0.0,0,0.0,261,0.0,380,7,"Institute of Technology, Tralee",0.0,0,0
Personal services,Health and Leisure (Degree Award Options),208,0.0,0,0.0,208,0.0,370,7,"Institute of Technology, Tralee",0.0,0,0
Personal services,Health and Leisure with Massage,218,0.0,0,0.0,218,0.0,378,7,"Institute of Technology, Tralee",0.0,0,0
Personal services,Coaching and Sports Performance,106,0.0,106,0.0,106,0.0,297,7,"Institute of Technology, Tralee",0.0,avp,0
Welfare,Early Childhood Care and Education,234,0.0,0,0.0,234,0.0,354,7,"Institute of Technology, Tralee",0.0,0,0
Welfare,Social Care,225,0.0,0,0.0,225,0.0,318,7,"Institute of Technology, Tralee",0.0,0,0
Arts,"Animation, Visual Effects and Motion Design (Level 8)",281,0.0,0,0.0,281,0.0,349,8,"Institute of Technology, Tralee",0.0,0,0
Arts,"TV, Radio and New Media (Level 8)",325,0.0,0,0.0,325,0.0,397,8,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computing with Software Development,310,0.0,0,0.0,310,0.0,389,8,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computing with Games Development,358,0.0,0,0.0,358,0.0,0,8,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computing (Degree Award options),308,0.0,0,0.0,308,0.0,360,8,"Institute of Technology, Tralee",0.0,0,0
Personal services,Event Management (3 year programme),299,0.0,0,0.0,299,0.0,369,8,"Institute of Technology, Tralee",0.0,0,0
Business and administration,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306,0.0,0,0.0,306,0.0,381,8,"Institute of Technology, Tralee",0.0,0,0
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Engineering,300,0.0,0,0.0,300,0.0,373,8,"Institute of Technology, Tralee",0.0,0,0
Architecture and construction,Civil Engineering,325,0.0,0,0.0,325,0.0,413,8,"Institute of Technology, Tralee",0.0,0,0
Manufacturing and processing,Manufacturing Engineering,302,0.0,0,0.0,302,0.0,368,8,"Institute of Technology, Tralee",0.0,0,0
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science,308,0.0,0,0.0,308,0.0,380,8,"Institute of Technology, Tralee",0.0,0,0
Environment,Wildlife Biology (Degree Award options),309,0.0,0,0.0,309,0.0,383,8,"Institute of Technology, Tralee",0.0,0,0
Health,Pharmaceutical Science (Degree Award options),317,0.0,0,0.0,317,0.0,369,8,"Institute of Technology, Tralee",0.0,0,0
Veterinary,Veterinary Bioscience,308,0.0,0,0.0,308,0.0,393,8,"Institute of Technology, Tralee",0.0,0,0
Personal services,Health and Leisure (Degree Award options),300,0.0,0,0.0,300,0.0,379,8,"Institute of Technology, Tralee",0.0,0,0
Personal services,Health and Leisure with Massage,309,0.0,0,0.0,309,0.0,408,8,"Institute of Technology, Tralee",0.0,0,0
Personal services,Coaching and Sports Performance,289,0.0,0,0.0,289,0.0,329,8,"Institute of Technology, Tralee",0.0,0,0
Welfare,Early Childhood Care and Education,307,0.0,0,0.0,307,0.0,349,8,"Institute of Technology, Tralee",0.0,0,0
Welfare,Social Care,308,0.0,0,0.0,309,0.0,362,8,"Institute of Technology, Tralee",0.0,0,0
Welfare,Counselling with Addiction - Mature applicants only,0,0.0,0,0.0,0,0.0,0,8,"Institute of Technology, Tralee",1.0,0,0
Health,General Nursing and Mature Applicants,440,1.0,414,0.0,414,0.0,441,8,"Institute of Technology, Tralee",0.0,0,0
Health,Mental Health Nursing and Mature Applicants,389,0.0,378,0.0,378,0.0,399,8,"Institute of Technology, Tralee",0.0,0,0
Arts,Music,435,0.0,429,0.0,382,0.0,468,8,Trinity College Dublin,0.0,0,0
Humanities (except languages),History,497,0.0,493,0.0,456,0.0,511,8,Trinity College Dublin,0.0,0,0
Law,Law,566,0.0,565,1.0,565,1.0,578,8,Trinity College Dublin,0.0,0,0
Humanities (except languages),Philosophy,442,0.0,0,0.0,442,0.0,476,8,Trinity College Dublin,0.0,0,0
Social and behavioural sciences,Psychology,567,0.0,555,1.0,555,1.0,578,8,Trinity College Dublin,0.0,0,0
Health,Clinical Speech and Language Studies,529,0.0,0,0.0,529,0.0,553,8,Trinity College Dublin,0.0,0,0
Education,Music Education,420,0.0,0,0.0,420,0.0,532,8,Trinity College Dublin,1.0,0,0
Humanities (except languages),History and Political Science,555,0.0,554,0.0,552,1.0,578,8,Trinity College Dublin,0.0,0,0
Social and behavioural sciences,"Philosophy, Political Science, Economics and Sociology",589,0.0,0,0.0,589,0.0,601,8,Trinity College Dublin,0.0,0,0
Languages,Deaf Studies,340,0.0,0,0.0,329,0.0,377,8,Trinity College Dublin,0.0,0,0
Law,Law and Business,602,0.0,0,0.0,602,0.0,613,8,Trinity College Dublin,0.0,0,0
Law,Law and French,565,0.0,0,0.0,565,0.0,589,8,Trinity College Dublin,0.0,0,0
Law,Law and German,543,0.0,542,0.0,542,0.0,566,8,Trinity College Dublin,0.0,0,0
Law,Law and Political Science,602,0.0,0,0.0,601,1.0,613,8,Trinity College Dublin,0.0,0,0
Humanities (except languages),"Classics, Ancient History and Archaeology",370,0.0,0,0.0,370,0.0,434,8,Trinity College Dublin,0.0,0,0
Languages,Early and Modern Irish,398,0.0,0,0.0,398,0.0,451,8,Trinity College Dublin,0.0,0,0
Languages,English Studies,487,0.0,476,0.0,474,0.0,511,8,Trinity College Dublin,0.0,0,0
Humanities (except languages),European Studies,544,0.0,542,0.0,530,0.0,566,8,Trinity College Dublin,0.0,0,0
Arts,Drama and Theatre Studies,564,0.0,530,0.0,530,0.0,581,8,Trinity College Dublin,1.0,0,0
Humanities (except languages),Ancient and Medieval History and Culture,342,0.0,0,0.0,342,0.0,453,8,Trinity College Dublin,0.0,0,0
Social and behavioural sciences,Political Science and Geography,526,0.0,520,0.0,510,0.0,533,8,Trinity College Dublin,0.0,0,0
Mathematics and statistics,Mathematics,531,0.0,0,0.0,531,0.0,589,8,Trinity College Dublin,0.0,0,0
Engineering and engineering trades,Engineering,510,0.0,509,1.0,508,0.0,533,8,Trinity College Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science,509,0.0,0,0.0,509,0.0,545,8,Trinity College Dublin,0.0,0,0
Business and administration,Management Science and Information Systems Studies,613,1.0,0,0.0,613,1.0,625,8,Trinity College Dublin,0.0,0,0
Physical sciences,Theoretical Physics,543,0.0,0,0.0,543,0.0,601,8,Trinity College Dublin,0.0,0,0
Engineering and engineering trades,Engineering with Management,532,0.0,0,0.0,532,0.0,556,8,Trinity College Dublin,0.0,0,0
Information and Communication Technologies (ICTs),Computer Science and Language,454,0.0,424,0.0,424,0.0,488,8,Trinity College Dublin,0.0,0,0
Languages,Middle Eastern and European Languages and Cultures,466,0.0,0,0.0,466,0.0,521,8,Trinity College Dublin,0.0,0,0
Humanities (except languages),Religion,368,0.0,0,0.0,368,0.0,418,8,Trinity College Dublin,0.0,0,0
Arts,Film,489,0.0,476,0.0,466,0.0,498,8,Trinity College Dublin,0.0,0,0
Humanities (except languages),History of Art and Architecture,393,0.0,354,0.0,354,0.0,474,8,Trinity College Dublin,0.0,0,0
Health,Medicine (HPAT required),735,1.0,734,1.0,734,0.0,745,8,Trinity College Dublin,1.0,0,0
Health,Dental Science,613,1.0,613,1.0,613,1.0,625,8,Trinity College Dublin,0.0,0,0
Health,Physiotherapy,566,1.0,566,1.0,566,1.0,567,8,Trinity College Dublin,0.0,0,0
Health,Occupational Therapy,533,0.0,0,0.0,533,0.0,554,8,Trinity College Dublin,0.0,0,0
Health,Radiation Therapy,543,0.0,0,0.0,543,0.0,554,8,Trinity College Dublin,0.0,0,0
Health,Human Health and Disease,565,0.0,0,0.0,564,0.0,578,8,Trinity College Dublin,0.0,0,0
Biological and related sciences,Biological and Biomedical Sciences,543,1.0,543,0.0,543,0.0,566,8,Trinity College Dublin,0.0,0,0
Physical sciences,Chemical Sciences,517,0.0,510,0.0,510,0.0,532,8,Trinity College Dublin,0.0,0,0
Physical sciences,Geography and Geoscience,473,0.0,0,0.0,473,0.0,499,8,Trinity College Dublin,0.0,0,0
Physical sciences,Physical Sciences,498,1.0,498,0.0,477,1.0,531,8,Trinity College Dublin,0.0,0,0
Health,Pharmacy,590,0.0,0,0.0,590,0.0,613,8,Trinity College Dublin,0.0,0,0
Business and administration,Global Business,589,1.0,0,0.0,589,1.0,601,8,Trinity College Dublin,0.0,0,0
Social and behavioural sciences,"Business, Economic and Social Studies (BESS)",543,1.0,543,1.0,543,1.0,565,8,Trinity College Dublin,0.0,0,0
Business and administration,Computer Science and Business,555,0.0,0,0.0,555,0.0,578,8,Trinity College Dublin,0.0,0,0
Social and behavioural sciences,Sociology and Social Policy,498,0.0,487,0.0,478,0.0,513,8,Trinity College Dublin,0.0,0,0
Welfare,Social Studies (Social Work),462,1.0,0,0.0,462,1.0,495,8,Trinity College Dublin,0.0,0,0
Business and administration,Business Studies and French,540,0.0,531,0.0,521,1.0,543,8,Trinity College Dublin,0.0,0,0
Business and administration,Business Studies and German,509,0.0,499,1.0,499,0.0,518,8,Trinity College Dublin,0.0,0,0
Business and administration,Business Studies and Russian,474,0.0,465,0.0,456,1.0,488,8,Trinity College Dublin,0.0,0,0
Business and administration,Business Studies and Polish,444,0.0,424,0.0,424,0.0,468,8,Trinity College Dublin,0.0,0,0
Business and administration,Business Studies and Spanish,531,1.0,0,0.0,531,1.0,542,8,Trinity College Dublin,0.0,0,0
Health,General Nursing (Meath and St James`s),429,0.0,0,0.0,429,0.0,455,8,Trinity College Dublin,0.0,0,0
Health,General Nursing (Adelaide School of Nursing),430,0.0,429,0.0,414,0.0,441,8,Trinity College Dublin,1.0,0,0
Health,Mental Health Nursing,408,0.0,0,0.0,408,0.0,430,8,Trinity College Dublin,0.0,0,0
