CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v
Education,"Education, Mathematics and Gaeilge",MI013,444,0.0,0,0.0,444,0.0,477,8,Mary Immaculate College,0.0,0,0
Education,"Education, Mathematics and Business Studies",MI014,434,0.0,0,0.0,434,0.0,487,8,Mary Immaculate College,0.0,0,0
Interdisciplinary programmes and qualifications involving arts and humanities,Theology and Arts,MU001,290,0.0,290,0.0,290,0.0,349,8,"Pontifical University, St Patrick's College",0.0,avp,0
Interdisciplinary programmes and qualifications involving arts and humanities,Theology,MU002,440,0.0,0,0.0,440,0.0,440,8,"Pontifical University, St Patrick's College",0.0,avp,0
Information and Communication Technologies (ICTs),Computing (Degree Award options),NC003,260,0.0,0,0.0,260,0.0,303,8,National College of Ireland (NCI),0.0,0,0
Business and administration,Human Resource Management,NC005,300,0.0,0,0.0,300,0.0,331,8,National College of Ireland (NCI),0.0,0,0
Business and administration,Business,NC009,300,0.0,0,0.0,300,0.0,346,8,National College of Ireland (NCI),0.0,0,0
Social and behavioural sciences,Psychology,NC010,400,0.0,0,0.0,400,0.0,440,8,National College of Ireland (NCI),0.0,0,0
Business and administration,Marketing Practice,NC020,280,0.0,0,0.0,282,0.0,338,8,National College of Ireland (NCI),0.0,0,0
Business and administration,Accounting and Finance,NC022,337,0.0,0,0.0,337,0.0,378,8,National College of Ireland (NCI),0.0,0,0
Information and Communication Technologies (ICTs),Technology Management (with specialisations),NC023,261,0.0,0,0.0,261,0.0,282,8,National College of Ireland (NCI),0.0,0,0
Information and Communication Technologies (ICTs),Computing,NC102,220,0.0,0,0.0,220,0.0,342,6,National College of Ireland (NCI),0.0,0,0
Business and administration,Business,NC103,250,0.0,0,0.0,250,0.0,327,6,National College of Ireland (NCI),0.0,0,0
Information and Communication Technologies (ICTs),Business Computing,NC104,243,0.0,0,0.0,243,0.0,423,6,National College of Ireland (NCI),0.0,0,0
Education,Montessori Education,NM701,187,0.0,0,0.0,187,0.0,407,7,St Nicholas Montessori College Ireland,0.0,0,0
Education,Montessori Education,NM801,220,0.0,0,0.0,220,0.0,290,8,St Nicholas Montessori College Ireland,0.0,0,0
Humanities (except languages),Arts and Humanities,PC402,200,0.0,121,0.0,80,0.0,368,7,"Carlow College, St. Patrick`s",0.0,avp,0
Welfare,Applied Social Studies - Professional Social Care,PC404,217,0.0,197,0.0,175,0.0,269,7,"Carlow College, St. Patrick`s",0.0,0,0
Social and behavioural sciences,"Social, Political and Community Studies",PC405,253,0.0,216,0.0,216,0.0,311,8,"Carlow College, St. Patrick`s",0.0,avp,0
Humanities (except languages),Arts and Humanities (fulfils Teaching Council requirements),PC410,252,0.0,209,0.0,209,0.0,300,8,"Carlow College, St. Patrick`s",0.0,avp,0
Humanities (except languages),English and History (fulfils Teaching Council requirements),PC411,255,0.0,209,0.0,209,0.0,310,8,"Carlow College, St. Patrick`s",0.0,avp,0
Health,Medicine - Undergraduate Entry (HPAT required),RC001,733,0.0,0,0.0,733,0.0,738,8,RCSI University of Medicine & Health Sciences,1.0,0,0
Health,Physiotherapy,RC004,566,0.0,0,0.0,566,0.0,567,8,RCSI University of Medicine & Health Sciences,0.0,0,0
Health,Pharmacy,RC005,579,0.0,0,0.0,578,1.0,589,8,RCSI University of Medicine & Health Sciences,0.0,0,0
Health,Medicine - Graduate Entry (GAMSAT required),RC101,0,0.0,0,0.0,61,0.0,63,8,RCSI University of Medicine & Health Sciences,1.0,0,0
Business and administration,Business,SG101,160,0.0,160,0.0,160,0.0,336,6,"Institute of Technology, Sligo",0.0,avp,0
Information and Communication Technologies (ICTs),Computing (Level 6 - General Entry),SG102,254,0.0,0,0.0,254,0.0,321,6,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computing - Games Development,SG131,280,0.0,0,0.0,280,0.0,378,7,"Institute of Technology, Sligo",0.0,0,0
Personal services,Applied Sport with Business,SG134,215,0.0,0,0.0,215,0.0,337,7,"Institute of Technology, Sligo",0.0,0,0
Personal services,Business in Tourism with Event Management,SG135,187,0.0,0,0.0,187,0.0,338,7,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computing - Software Development,SG136,272,0.0,0,0.0,272,0.0,328,7,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computing (Computer Networks and Cloud Infrastructure),SG137,324,0.0,0,0.0,326,0.0,367,7,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computing (Level 7 - General Entry),SG138,260,0.0,0,0.0,260,0.0,351,7,"Institute of Technology, Sligo",0.0,0,0
Business and administration,Business,SG141,261,0.0,0,0.0,261,0.0,347,8,"Institute of Technology, Sligo",0.0,0,0
Business and administration,Business in International Marketing and Languages (French),SG142,279,0.0,0,0.0,279,0.0,386,8,"Institute of Technology, Sligo",0.0,0,0
Business and administration,Business in International Marketing and Languages (Spanish),SG144,270,0.0,0,0.0,270,0.0,347,8,"Institute of Technology, Sligo",0.0,0,0
Business and administration,Accounting,SG146,309,0.0,0,0.0,309,0.0,411,8,"Institute of Technology, Sligo",0.0,0,0
Personal services,Sport with Business,SG147,307,0.0,0,0.0,307,0.0,367,8,"Institute of Technology, Sligo",0.0,0,0
Personal services,Tourism with Event Management,SG148,269,0.0,0,0.0,269,0.0,340,8,"Institute of Technology, Sligo",0.0,0,0
Arts,Fine Art,SG231,449,0.0,449,0.0,449,0.0,556,7,"Institute of Technology, Sligo",1.0,avp,0
Arts,Creative Design,SG232,273,0.0,0,0.0,276,0.0,353,7,"Institute of Technology, Sligo",0.0,0,0
Arts,Performing Arts (Theatre Design),SG235,319,0.0,0,0.0,319,0.0,398,7,"Institute of Technology, Sligo",0.0,0,0
Arts,Performing Arts (Acting),SG236,235,0.0,0,0.0,235,0.0,400,7,"Institute of Technology, Sligo",0.0,0,0
Arts,Performing Arts,SG241,328,0.0,0,0.0,328,0.0,387,8,"Institute of Technology, Sligo",0.0,0,0
Welfare,Early Childhood Care and Education,SG242,279,0.0,0,0.0,279,0.0,319,8,"Institute of Technology, Sligo",0.0,0,0
Welfare,Social Care Practice,SG243,301,0.0,0,0.0,301,0.0,346,8,"Institute of Technology, Sligo",0.0,0,0
Arts,Fine Art,SG244,505,0.0,0,0.0,505,0.0,505,8,"Institute of Technology, Sligo",1.0,0,0
Arts,Creative Design,SG245,282,0.0,0,0.0,282,0.0,339,8,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computing,SG246,290,0.0,0,0.0,290,0.0,333,8,"Institute of Technology, Sligo",0.0,0,0
Social and behavioural sciences,English and Psychology,SG247,309,0.0,0,0.0,309,0.0,382,8,"Institute of Technology, Sligo",0.0,0,0
Social and behavioural sciences,Sociology and Politics,SG248,281,0.0,0,0.0,281,0.0,327,8,"Institute of Technology, Sligo",0.0,0,0
Languages,Writing and Literature,SG249,297,0.0,0,0.0,297,0.0,368,8,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Application Design and User Experience,SG250,412,0.0,0,0.0,412,0.0,412,8,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computing (Smart Technologies),SG251,327,0.0,0,0.0,342,0.0,367,8,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Software Development,SG252,307,0.0,0,0.0,307,0.0,319,8,"Institute of Technology, Sligo",0.0,0,0
Information and Communication Technologies (ICTs),Computer Networks and Cloud Infrastructure,SG253,324,0.0,0,0.0,378,0.0,378,8,"Institute of Technology, Sligo",0.0,0,0
Languages,Writing and Literature Online,SG254,225,0.0,225,0.0,225,0.0,328,8,"Institute of Technology, Sligo",0.0,avp,0
Engineering and engineering trades,Engineering (General Entry),SG300,209,0.0,0,0.0,209,0.0,296,6,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Construction Economics,SG302,184,0.0,0,0.0,184,0.0,256,6,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Applied Construction Technology,SG308,171,0.0,0,0.0,171,0.0,354,6,"Institute of Technology, Sligo",0.0,0,0
Engineering and engineering trades,Engineering (General Entry),SG330,243,0.0,0,0.0,243,0.0,399,7,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Interior Architecture and Design,SG331,236,0.0,0,0.0,236,0.0,378,7,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Advanced Wood and Sustainable Building Technology,SG332,208,0.0,0,0.0,208,0.0,338,7,"Institute of Technology, Sligo",0.0,0,0
Engineering and engineering trades,Mechanical Engineering,SG333,216,0.0,0,0.0,216,0.0,347,7,"Institute of Technology, Sligo",0.0,0,0
Engineering and engineering trades,Mechatronic Engineering,SG334,290,0.0,0,0.0,290,0.0,361,7,"Institute of Technology, Sligo",0.0,0,0
Engineering and engineering trades,Precision Engineering and Design,SG336,309,0.0,0,0.0,309,0.0,451,7,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Civil Engineering,SG338,245,0.0,0,0.0,245,0.0,443,7,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Quantity Surveying,SG339,195,0.0,0,0.0,195,0.0,337,7,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Civil Engineering,SG342,415,0.0,0,0.0,415,0.0,480,8,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Quantity Surveying,SG343,311,0.0,0,0.0,311,0.0,367,8,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Construction Project Management and Applied Technology,SG346,291,0.0,0,0.0,291,0.0,337,8,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Architecture,SG347,360,0.0,0,0.0,360,0.0,411,8,"Institute of Technology, Sligo",0.0,0,0
Architecture and construction,Interior Architecture and Design,SG348,316,0.0,0,0.0,331,0.0,368,8,"Institute of Technology, Sligo",0.0,0,0
Biological and related sciences,Science,SG401,209,0.0,209,0.0,209,0.0,288,6,"Institute of Technology, Sligo",0.0,avp,0
Environment,Environmental Science with Ecology (Level 6),SG404,264,0.0,264,0.0,358,0.0,377,6,"Institute of Technology, Sligo",0.0,avp,v
Health,Health and Exercise Science,SG406,367,0.0,0,0.0,367,0.0,429,6,"Institute of Technology, Sligo",0.0,0,0
Physical sciences,Pharmaceutical Science with Drug Development,SG431,269,0.0,0,0.0,269,0.0,387,7,"Institute of Technology, Sligo",0.0,0,0
Hygiene and occupational health services,Occupational Safety and Health,SG433,223,0.0,0,0.0,223,0.0,360,7,"Institute of Technology, Sligo",0.0,0,0
Health,Human Nutrition,SG434,280,0.0,0,0.0,280,0.0,420,7,"Institute of Technology, Sligo",0.0,0,0
Health,Health Science and Physiology,SG435,289,0.0,0,0.0,289,0.0,409,7,"Institute of Technology, Sligo",0.0,0,0
Health,Biomedical Science,SG436,262,0.0,0,0.0,262,0.0,465,7,"Institute of Technology, Sligo",0.0,0,0
Biological and related sciences,Forensic Investigation and Analysis,SG437,243,0.0,0,0.0,243,0.0,367,7,"Institute of Technology, Sligo",0.0,0,0
Environment,Environmental Science with Ecology (Level 7),SG439,254,0.0,0,0.0,254,0.0,409,7,"Institute of Technology, Sligo",0.0,0,0
Hygiene and occupational health services,Occupational Safety and Health,SG442,290,0.0,0,0.0,290,0.0,367,8,"Institute of Technology, Sligo",0.0,0,0
Health,Human Nutrition,SG443,356,0.0,0,0.0,356,0.0,397,8,"Institute of Technology, Sligo",0.0,0,0
Biological and related sciences,Science Undenominated,SG444,338,0.0,0,0.0,338,0.0,420,8,"Institute of Technology, Sligo",0.0,0,0
Physical sciences,Pharmaceutical Science with Drug Development,SG445,311,0.0,0,0.0,311,0.0,367,8,"Institute of Technology, Sligo",0.0,0,0
Health,Health Science and Physical Activity,SG447,328,0.0,0,0.0,328,0.0,387,8,"Institute of Technology, Sligo",0.0,0,0
Biological and related sciences,Forensic Investigation and Analysis,SG448,306,0.0,0,0.0,307,0.0,368,8,"Institute of Technology, Sligo",0.0,0,0
Health,Medical Biotechnology,SG449,341,0.0,0,0.0,341,0.0,395,8,"Institute of Technology, Sligo",0.0,0,0
Environment,Environmental Science with Ecology (Level 8),SG450,300,0.0,0,0.0,304,0.0,368,8,"Institute of Technology, Sligo",0.0,0,0
Health,Health and Medical Information Science (Online),SG530,285,0.0,285,0.0,285,0.0,285,7,"Institute of Technology, Sligo",0.0,avp,0
Business and administration,Business Administration,SG535,228,0.0,0,0.0,228,0.0,316,7,"Institute of Technology, Sligo",0.0,0,0
Business and administration,Business,SG536,223,0.0,0,0.0,223,0.0,379,7,"Institute of Technology, Sligo",0.0,0,0
Business and administration,Marketing and Sales,SG537,234,0.0,0,0.0,234,0.0,389,7,"Institute of Technology, Sligo",0.0,0,0
Personal services,Culinary Arts,TL620,189,0.0,189,0.0,189,0.0,308,6,"Institute of Technology, Tralee",0.0,avp,0
Environment,Science (Biological and Environmental Studies),TL651,223,0.0,223,0.0,233,0.0,434,6,"Institute of Technology, Tralee",0.0,avp,v
Health,Pharmacy Technician,TL652,260,0.0,0,0.0,260,0.0,348,6,"Institute of Technology, Tralee",0.0,0,0
Arts,"Animation, Visual Effects and Motion Design (Level 7)",TL701,228,0.0,0,0.0,228,0.0,443,7,"Institute of Technology, Tralee",0.0,0,0
Arts,"TV, Radio and New Media (Level 7)",TL702,243,0.0,0,0.0,243,0.0,462,7,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computing with Software Development,TL710,232,0.0,0,0.0,232,0.0,319,7,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computing with Games Development,TL711,224,0.0,0,0.0,224,0.0,301,7,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computing (Degree Award options),TL715,251,0.0,0,0.0,251,0.0,368,7,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computer Systems and Networking,TL716,269,0.0,0,0.0,269,0.0,338,7,"Institute of Technology, Tralee",0.0,0,0
Business and administration,Business (Major Specialism in: Acctng or Mktg or Mgmnt),TL731,219,0.0,0,0.0,219,0.0,399,7,"Institute of Technology, Tralee",0.0,0,0
Agriculture,Agricultural Mechanisation,TL743,0,0.0,0,0.0,0,0.0,0,7,"Institute of Technology, Tralee",0.0,0,0
Agriculture,Agricultural Engineering,TL744,243,0.0,0,0.0,243,0.0,359,7,"Institute of Technology, Tralee",0.0,0,0
Architecture and construction,Civil and Environmental Engineering,TL745,261,0.0,261,0.0,145,0.0,355,7,"Institute of Technology, Tralee",0.0,avp,0
Engineering and engineering trades,Engineering in Mechanical and Manufacturing Engineering,TL747,200,0.0,0,0.0,200,0.0,368,7,"Institute of Technology, Tralee",0.0,0,0
Biological and related sciences,Agricultural Science,TL748,249,0.0,0,0.0,249,0.0,398,7,"Institute of Technology, Tralee",0.0,0,0
Health,Pharmaceutical Science (Degree Award options),TL755,261,0.0,0,0.0,261,0.0,433,7,"Institute of Technology, Tralee",0.0,0,0
Veterinary,Animal Bioscience,TL758,251,0.0,0,0.0,261,0.0,380,7,"Institute of Technology, Tralee",0.0,0,0
Personal services,Health and Leisure (Degree Award Options),TL771,208,0.0,0,0.0,208,0.0,370,7,"Institute of Technology, Tralee",0.0,0,0
Personal services,Health and Leisure with Massage,TL772,218,0.0,0,0.0,218,0.0,378,7,"Institute of Technology, Tralee",0.0,0,0
Personal services,Coaching and Sports Performance,TL773,106,0.0,106,0.0,106,0.0,297,7,"Institute of Technology, Tralee",0.0,avp,0
Welfare,Early Childhood Care and Education,TL780,234,0.0,0,0.0,234,0.0,354,7,"Institute of Technology, Tralee",0.0,0,0
Welfare,Social Care,TL781,225,0.0,0,0.0,225,0.0,318,7,"Institute of Technology, Tralee",0.0,0,0
Arts,"Animation, Visual Effects and Motion Design (Level 8)",TL801,281,0.0,0,0.0,281,0.0,349,8,"Institute of Technology, Tralee",0.0,0,0
Arts,"TV, Radio and New Media (Level 8)",TL802,325,0.0,0,0.0,325,0.0,397,8,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computing with Software Development,TL810,310,0.0,0,0.0,310,0.0,389,8,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computing with Games Development,TL811,358,0.0,0,0.0,358,0.0,0,8,"Institute of Technology, Tralee",0.0,0,0
Information and Communication Technologies (ICTs),Computing (Degree Award options),TL815,308,0.0,0,0.0,308,0.0,360,8,"Institute of Technology, Tralee",0.0,0,0
Personal services,Event Management (3 year programme),TL823,299,0.0,0,0.0,299,0.0,369,8,"Institute of Technology, Tralee",0.0,0,0
Business and administration,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),TL831,306,0.0,0,0.0,306,0.0,381,8,"Institute of Technology, Tralee",0.0,0,0
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Engineering,TL844,300,0.0,0,0.0,300,0.0,373,8,"Institute of Technology, Tralee",0.0,0,0
Architecture and construction,Civil Engineering,TL845,325,0.0,0,0.0,325,0.0,413,8,"Institute of Technology, Tralee",0.0,0,0
Manufacturing and processing,Manufacturing Engineering,TL847,302,0.0,0,0.0,302,0.0,368,8,"Institute of Technology, Tralee",0.0,0,0
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science,TL848,308,0.0,0,0.0,308,0.0,380,8,"Institute of Technology, Tralee",0.0,0,0
Environment,Wildlife Biology (Degree Award options),TL851,309,0.0,0,0.0,309,0.0,383,8,"Institute of Technology, Tralee",0.0,0,0
Health,Pharmaceutical Science (Degree Award options),TL855,317,0.0,0,0.0,317,0.0,369,8,"Institute of Technology, Tralee",0.0,0,0
Veterinary,Veterinary Bioscience,TL858,308,0.0,0,0.0,308,0.0,393,8,"Institute of Technology, Tralee",0.0,0,0
Personal services,Health and Leisure (Degree Award options),TL871,300,0.0,0,0.0,300,0.0,379,8,"Institute of Technology, Tralee",0.0,0,0
Personal services,Health and Leisure with Massage,TL872,309,0.0,0,0.0,309,0.0,408,8,"Institute of Technology, Tralee",0.0,0,0
Personal services,Coaching and Sports Performance,TL873,289,0.0,0,0.0,289,0.0,329,8,"Institute of Technology, Tralee",0.0,0,0
